Name,Active,MCS
0XG_6,0XG,0.333
0XG_7,0XG,0.273
0XG_8,0XG,0.267
0XG_9,0XG,0.273
0XG_10,0XG,0.289
0XG_11,0XG,0.261
0XG_12,0XG,0.25
0XG_13,0XG,0.229
0XG_14,0XG,0.208
0XG_15,0XG,0.222
0XG_16,0XG,0.217
0XG_17,0XG,0.239
0XG_18,0XG,0.217
0XG_19,0XG,0.25
0XG_20,0XG,0.273
0XG_21,0XG,0.217
0XG_22,0XG,0.191
0XG_23,0XG,0.191
0XG_24,0XG,0.25
0XG_25,0XG,0.349
0XG_26,0XG,0.222
0XG_27,0XG,0.302
0XG_28,0XG,0.462
0XG_29,0XG,0.191
0XG_30,0XG,0.191
0XG_31,0XG,0.261
0XG_32,0XG,0.39
0XG_33,0XG,0.25
0XG_34,0XG,0.25
0XG_35,0XG,0.229
0XG_36,0XG,0.149
0XG_37,0XG,0.213
0XG_38,0XG,0.222
0XG_39,0XG,0.191
0XG_40,0XG,0.191
0XG_41,0XG,0.295
0XG_42,0XG,0.462
0XG_43,0XG,0.462
0XG_44,0XG,0.436
0XG_45,0XG,0.244
0XG_46,0XG,0.293
0XG_47,0XG,0.222
0XG_48,0XG,0.191
0XG_49,0XG,0.425
0XG_50,0XG,0.39
1FM_1,1FM,0.361
1FM_2,1FM,0.361
1FM_3,1FM,0.378
1FM_4,1FM,0.244
1FM_5,1FM,0.214
1FM_6,1FM,0.214
1FM_7,1FM,0.3
1FM_8,1FM,0.405
1FM_9,1FM,0.459
1FM_10,1FM,0.275
1FM_11,1FM,0.15
1FM_12,1FM,0.175
1FM_13,1FM,0.146
1FM_14,1FM,0.15
1FM_15,1FM,0.486
1FM_16,1FM,0.214
1FM_17,1FM,0.15
1FM_18,1FM,0.351
1FM_19,1FM,0.179
1FM_20,1FM,0.2
1FM_21,1FM,0.238
1FM_22,1FM,0.179
1FM_23,1FM,0.308
1FM_24,1FM,0.308
1FM_25,1FM,0.324
1FM_26,1FM,0.195
1FM_27,1FM,0.154
1FM_28,1FM,0.237
1FM_29,1FM,0.159
1FM_30,1FM,0.225
1FM_31,1FM,0.178
1FM_32,1FM,0.159
1FM_33,1FM,0.19
1FM_34,1FM,0.186
1FM_35,1FM,0.244
1FM_36,1FM,0.2
1FM_37,1FM,0.105
1FM_38,1FM,0.154
1FM_39,1FM,0.189
1FM_40,1FM,0.237
1FM_41,1FM,0.211
1FM_42,1FM,0.163
1FM_43,1FM,0.163
1FM_44,1FM,0.231
1FM_45,1FM,0.22
1FM_46,1FM,0.238
1FM_47,1FM,0.205
1FM_48,1FM,0.237
1FM_49,1FM,0.154
1FM_50,1FM,0.184
0YY_1,0YY,0.314
0YY_2,0YY,0.278
0YY_3,0YY,0.371
0YY_4,0YY,0.179
0YY_5,0YY,0.143
0YY_6,0YY,0.143
0YY_7,0YY,0.184
0YY_8,0YY,0.243
0YY_9,0YY,0.229
0YY_10,0YY,0.2
0YY_11,0YY,0.265
0YY_12,0YY,0.371
0YY_13,0YY,0.179
0YY_14,0YY,0.194
0YY_15,0YY,0.222
0YY_16,0YY,0.265
0YY_17,0YY,0.257
0YY_18,0YY,0.257
0YY_19,0YY,0.265
0YY_20,0YY,0.265
0YY_21,0YY,0.257
0YY_22,0YY,0.265
0YY_23,0YY,0.265
0YY_24,0YY,0.257
0YY_25,0YY,0.257
0YY_26,0YY,0.257
0YY_27,0YY,0.257
0YY_28,0YY,0.257
0YY_29,0YY,0.265
0YY_30,0YY,0.273
0YY_31,0YY,0.257
0YY_32,0YY,0.263
0YY_33,0YY,0.257
0YY_34,0YY,0.229
0YY_35,0YY,0.257
0YY_36,0YY,0.257
0YY_37,0YY,0.257
0YY_38,0YY,0.189
0YY_39,0YY,0.257
0YY_40,0YY,0.235
0YY_41,0YY,0.222
0YY_42,0YY,0.222
0YY_43,0YY,0.189
0YY_44,0YY,0.257
0YY_45,0YY,0.189
0YY_46,0YY,0.265
0YY_47,0YY,0.257
0YY_48,0YY,0.128
0YY_49,0YY,0.343
0YY_50,0YY,0.179
10B_1,10B,0.167
10B_2,10B,0.186
10B_3,10B,0.167
10B_4,10B,0.163
10B_5,10B,0.3
10B_6,10B,0.282
10B_7,10B,0.195
10B_8,10B,0.167
10B_9,10B,0.14
10B_10,10B,0.182
10B_11,10B,0.136
10B_12,10B,0.195
10B_13,10B,0.136
10B_14,10B,0.167
10B_15,10B,0.186
10B_16,10B,0.186
10B_17,10B,0.209
10B_18,10B,0.238
10B_19,10B,0.186
10B_20,10B,0.14
10B_21,10B,0.159
10B_22,10B,0.136
10B_23,10B,0.308
10B_24,10B,0.133
10B_25,10B,0.159
10B_26,10B,0.156
10B_27,10B,0.089
10B_28,10B,0.159
10B_29,10B,0.159
10B_30,10B,0.289
10B_31,10B,0.186
10B_32,10B,0.136
10B_33,10B,0.186
10B_34,10B,0.186
10B_35,10B,0.244
10B_36,10B,0.19
10B_37,10B,0.133
10B_38,10B,0.182
10B_39,10B,0.163
10B_40,10B,0.159
10B_41,10B,0.209
10B_42,10B,0.214
10B_43,10B,0.136
10B_44,10B,0.182
10B_45,10B,0.182
10B_46,10B,0.14
10B_47,10B,0.211
10B_48,10B,0.143
10B_49,10B,0.225
10B_50,10B,0.156
10H_1,10H,0.184
10H_2,10H,0.194
10H_3,10H,0.344
10H_4,10H,0.375
10H_5,10H,0.333
10H_6,10H,0.303
10H_7,10H,0.286
10H_8,10H,0.4
10H_9,10H,0.324
10H_10,10H,0.265
10H_11,10H,0.286
10H_12,10H,0.324
10H_13,10H,0.306
10H_14,10H,0.312
10H_15,10H,0.273
10H_16,10H,0.344
10H_17,10H,0.344
10H_18,10H,0.379
10H_19,10H,0.4
10H_20,10H,0.314
10H_21,10H,0.2
10H_22,10H,0.303
10H_23,10H,0.286
10H_24,10H,0.303
10H_25,10H,0.303
10H_26,10H,0.481
10H_27,10H,0.593
10H_28,10H,0.314
10H_29,10H,0.333
10H_30,10H,0.273
10H_31,10H,0.324
10H_32,10H,0.364
10H_33,10H,0.188
10H_34,10H,0.344
10H_35,10H,0.344
10H_36,10H,0.375
10H_37,10H,0.571
10H_38,10H,0.353
10H_39,10H,0.258
10H_40,10H,0.303
10H_41,10H,0.615
10H_42,10H,0.343
10H_43,10H,0.257
10H_44,10H,0.206
10H_45,10H,0.353
10H_46,10H,0.333
10H_47,10H,0.324
10H_48,10H,0.536
10H_49,10H,0.222
10H_50,10H,0.333
04T_1,04T,0.256
04T_2,04T,0.243
04T_3,04T,0.14
04T_4,04T,0.244
04T_5,04T,0.205
04T_6,04T,0.256
04T_7,04T,0.297
04T_8,04T,0.324
04T_9,04T,0.316
04T_10,04T,0.25
04T_11,04T,0.195
04T_12,04T,0.167
04T_13,04T,0.297
04T_14,04T,0.27
04T_15,04T,0.163
04T_16,04T,0.119
04T_17,04T,0.389
04T_18,04T,0.306
04T_19,04T,0.297
04T_20,04T,0.244
04T_21,04T,0.225
04T_22,04T,0.25
04T_23,04T,0.429
04T_24,04T,0.231
04T_25,04T,0.195
04T_26,04T,0.256
04T_27,04T,0.14
04T_28,04T,0.231
04T_29,04T,0.297
04T_30,04T,0.143
04T_31,04T,0.289
04T_32,04T,0.282
04T_33,04T,0.282
04T_34,04T,0.22
04T_35,04T,0.225
04T_36,04T,0.244
04T_37,04T,0.297
04T_38,04T,0.256
04T_39,04T,0.27
04T_40,04T,0.282
04T_41,04T,0.282
04T_42,04T,0.225
04T_43,04T,0.263
04T_44,04T,0.263
04T_45,04T,0.297
04T_46,04T,0.25
04T_47,04T,0.256
04T_48,04T,0.256
04T_49,04T,0.231
04T_50,04T,0.367
13W_1,13W,0.533
13W_2,13W,0.533
13W_3,13W,0.364
13W_4,13W,0.429
13W_5,13W,0.361
13W_6,13W,0.4
13W_7,13W,0.389
13W_8,13W,0.286
13W_9,13W,0.324
13W_10,13W,0.27
13W_11,13W,0.273
13W_12,13W,0.412
13W_13,13W,0.278
13W_14,13W,0.333
13W_15,13W,0.281
13W_16,13W,0.278
13W_17,13W,0.516
13W_18,13W,0.27
13W_19,13W,0.485
13W_20,13W,0.361
13W_21,13W,0.265
13W_22,13W,0.533
13W_23,13W,0.263
13W_24,13W,0.278
13W_25,13W,0.27
13W_26,13W,0.344
13W_27,13W,0.273
13W_28,13W,0.25
13W_29,13W,0.324
13W_30,13W,0.367
13W_31,13W,0.424
13W_32,13W,0.265
13W_33,13W,0.382
13W_34,13W,0.382
13W_35,13W,0.4
13W_36,13W,0.324
13W_37,13W,0.324
13W_38,13W,0.2
13W_39,13W,0.194
13W_40,13W,0.364
13W_41,13W,0.406
13W_42,13W,0.324
13W_43,13W,0.375
13W_44,13W,0.375
13W_45,13W,0.216
13W_46,13W,0.235
13W_47,13W,0.394
13W_48,13W,0.265
13W_49,13W,0.324
13W_50,13W,0.294
15V_1,15V,0.576
15V_2,15V,0.289
15V_3,15V,0.371
15V_4,15V,0.275
15V_5,15V,0.275
15V_6,15V,0.405
15V_7,15V,0.351
15V_8,15V,0.389
15V_9,15V,0.333
15V_10,15V,0.275
15V_11,15V,0.171
15V_12,15V,0.275
15V_13,15V,0.486
15V_14,15V,0.562
15V_15,15V,0.282
15V_16,15V,0.282
15V_17,15V,0.361
15V_18,15V,0.25
15V_19,15V,0.5
15V_20,15V,0.231
15V_21,15V,0.238
15V_22,15V,0.22
15V_23,15V,0.529
15V_24,15V,0.314
15V_25,15V,0.316
15V_26,15V,0.13
15V_27,15V,0.308
15V_28,15V,0.22
15V_29,15V,0.268
15V_30,15V,0.22
15V_31,15V,0.351
15V_32,15V,0.268
15V_33,15V,0.275
15V_34,15V,0.289
15V_35,15V,0.342
15V_36,15V,0.275
15V_37,15V,0.282
15V_38,15V,0.275
15V_39,15V,0.275
15V_40,15V,0.378
15V_41,15V,0.3
15V_42,15V,0.3
15V_43,15V,0.22
15V_44,15V,0.25
15V_45,15V,0.324
15V_46,15V,0.282
15V_47,15V,0.25
15V_48,15V,0.214
15V_49,15V,0.244
15V_50,15V,0.275
0YO_1,0YO,0.308
0YO_2,0YO,0.279
0YO_3,0YO,0.256
0YO_4,0YO,0.472
0YO_5,0YO,0.225
0YO_6,0YO,0.375
0YO_7,0YO,0.459
0YO_8,0YO,0.178
0YO_9,0YO,0.556
0YO_10,0YO,0.421
0YO_11,0YO,0.41
0YO_12,0YO,0.6
0YO_13,0YO,0.302
0YO_14,0YO,0.317
0YO_15,0YO,0.543
0YO_16,0YO,0.459
0YO_17,0YO,0.636
0YO_18,0YO,0.31
0YO_19,0YO,0.486
0YO_20,0YO,0.41
0YO_21,0YO,0.333
0YO_22,0YO,0.41
0YO_23,0YO,0.514
0YO_24,0YO,0.325
0YO_25,0YO,0.375
0YO_26,0YO,0.41
0YO_27,0YO,0.5
0YO_28,0YO,0.571
0YO_29,0YO,0.647
0YO_30,0YO,0.341
0YO_31,0YO,0.35
0YO_32,0YO,0.227
0YO_33,0YO,0.528
0YO_34,0YO,0.366
0YO_35,0YO,0.222
0YO_36,0YO,0.256
0YO_37,0YO,0.262
0YO_38,0YO,0.293
0YO_39,0YO,0.472
0YO_40,0YO,0.6
0YO_41,0YO,0.31
0YO_42,0YO,0.618
0YO_43,0YO,0.171
0YO_44,0YO,0.528
0YO_45,0YO,0.286
0YO_46,0YO,0.474
0YO_47,0YO,0.528
0YO_48,0YO,0.514
0YO_49,0YO,0.238
0YO_50,0YO,0.279
15G_1,15G,0.5
15G_2,15G,0.357
15G_3,15G,0.279
15G_4,15G,0.421
15G_5,15G,0.31
15G_6,15G,0.282
15G_7,15G,0.341
15G_8,15G,0.233
15G_9,15G,0.205
15G_10,15G,0.368
15G_11,15G,0.262
15G_12,15G,0.395
15G_13,15G,0.359
15G_14,15G,0.268
15G_15,15G,0.25
15G_16,15G,0.273
15G_17,15G,0.457
15G_18,15G,0.31
15G_19,15G,0.286
15G_20,15G,0.325
15G_21,15G,0.366
15G_22,15G,0.205
15G_23,15G,0.375
15G_24,15G,0.529
15G_25,15G,0.529
15G_26,15G,0.341
15G_27,15G,0.667
15G_28,15G,0.341
15G_29,15G,0.317
15G_30,15G,0.359
15G_31,15G,0.366
15G_32,15G,0.35
15G_33,15G,0.35
15G_34,15G,0.302
15G_35,15G,0.333
15G_36,15G,0.256
15G_37,15G,0.279
15G_38,15G,0.375
15G_39,15G,0.457
15G_40,15G,0.341
15G_41,15G,0.341
15G_42,15G,0.35
15G_43,15G,0.5
15G_44,15G,0.35
15G_45,15G,0.375
15G_46,15G,0.366
15G_47,15G,0.326
15G_48,15G,0.217
15G_49,15G,0.341
15G_50,15G,0.275
18J_1,18J,0.424
18J_2,18J,0.222
18J_3,18J,0.278
18J_4,18J,0.225
18J_5,18J,0.455
18J_6,18J,0.27
18J_7,18J,0.257
18J_8,18J,0.333
18J_9,18J,0.333
18J_10,18J,0.222
18J_11,18J,0.222
18J_12,18J,0.216
18J_13,18J,0.294
18J_14,18J,0.257
18J_15,18J,0.265
18J_16,18J,0.294
18J_17,18J,0.237
18J_18,18J,0.211
18J_19,18J,0.229
18J_20,18J,0.211
18J_21,18J,0.237
18J_22,18J,0.222
18J_23,18J,0.424
18J_24,18J,0.195
18J_25,18J,0.189
18J_26,18J,0.222
18J_27,18J,0.257
18J_28,18J,0.2
18J_29,18J,0.419
18J_30,18J,0.235
18J_31,18J,0.225
18J_32,18J,0.278
18J_33,18J,0.375
18J_34,18J,0.265
18J_35,18J,0.211
18J_36,18J,0.256
18J_37,18J,0.333
18J_38,18J,0.375
18J_39,18J,0.222
18J_40,18J,0.257
18J_41,18J,0.222
18J_42,18J,0.229
18J_43,18J,0.222
18J_44,18J,0.222
18J_45,18J,0.257
18J_46,18J,0.294
18J_47,18J,0.229
18J_48,18J,0.231
18J_49,18J,0.216
18J_50,18J,0.237
16W_1,16W,0.263
16W_2,16W,0.297
16W_3,16W,0.324
16W_4,16W,0.405
16W_5,16W,0.244
16W_6,16W,0.238
16W_7,16W,0.205
16W_8,16W,0.308
16W_9,16W,0.22
16W_10,16W,0.333
16W_11,16W,0.225
16W_12,16W,0.25
16W_13,16W,0.275
16W_14,16W,0.238
16W_15,16W,0.22
16W_16,16W,0.27
16W_17,16W,0.645
16W_18,16W,0.244
16W_19,16W,0.316
16W_20,16W,0.225
16W_21,16W,0.275
16W_22,16W,0.171
16W_23,16W,0.316
16W_24,16W,0.225
16W_25,16W,0.244
16W_26,16W,0.214
16W_27,16W,0.244
16W_28,16W,0.378
16W_29,16W,0.25
16W_30,16W,0.25
16W_31,16W,0.289
16W_32,16W,0.214
16W_33,16W,0.237
16W_34,16W,0.214
16W_35,16W,0.371
16W_36,16W,0.214
16W_37,16W,0.186
16W_38,16W,0.417
16W_39,16W,0.225
16W_40,16W,0.238
16W_41,16W,0.342
16W_42,16W,0.22
16W_43,16W,0.282
16W_44,16W,0.293
16W_45,16W,0.289
16W_46,16W,0.25
16W_47,16W,0.342
16W_48,16W,0.163
16W_49,16W,0.244
16W_50,16W,0.282
19S_1,19S,0.19
19S_2,19S,0.429
19S_3,19S,0.306
19S_4,19S,0.371
19S_5,19S,0.5
19S_6,19S,0.22
19S_7,19S,0.237
19S_8,19S,0.485
19S_9,19S,0.25
19S_10,19S,0.275
19S_11,19S,0.394
19S_12,19S,0.237
19S_13,19S,0.257
19S_14,19S,0.324
19S_15,19S,0.412
19S_16,19S,0.297
19S_17,19S,0.4
19S_18,19S,0.263
19S_19,19S,0.125
19S_20,19S,0.4
19S_21,19S,0.581
19S_22,19S,0.667
19S_23,19S,0.308
19S_24,19S,0.429
19S_25,19S,0.5
19S_26,19S,0.351
19S_27,19S,0.485
19S_28,19S,0.324
19S_29,19S,0.5
19S_30,19S,0.343
19S_31,19S,0.4
19S_32,19S,0.351
19S_33,19S,0.256
19S_34,19S,0.471
19S_35,19S,0.371
19S_36,19S,0.361
19S_37,19S,0.613
19S_38,19S,0.457
19S_39,19S,0.324
19S_40,19S,0.278
19S_41,19S,0.355
19S_42,19S,0.351
19S_43,19S,0.289
19S_44,19S,0.485
19S_45,19S,0.316
19S_46,19S,0.382
19S_47,19S,0.324
19S_48,19S,0.171
19S_49,19S,0.389
19S_50,19S,0.515
1A4_1,1A4,0.333
1A4_2,1A4,0.344
1A4_3,1A4,0.25
1A4_4,1A4,0.257
1A4_5,1A4,0.278
1A4_6,1A4,0.464
1A4_7,1A4,0.273
1A4_8,1A4,0.324
1A4_9,1A4,0.355
1A4_10,1A4,0.257
1A4_11,1A4,0.615
1A4_12,1A4,0.68
1A4_13,1A4,0.29
1A4_14,1A4,0.243
1A4_15,1A4,0.333
1A4_16,1A4,0.324
1A4_17,1A4,0.314
1A4_18,1A4,0.448
1A4_19,1A4,0.273
1A4_20,1A4,0.324
1A4_21,1A4,0.364
1A4_22,1A4,0.367
1A4_23,1A4,0.353
1A4_24,1A4,0.323
1A4_25,1A4,0.556
1A4_26,1A4,0.556
1A4_27,1A4,0.212
1A4_28,1A4,0.25
1A4_29,1A4,0.257
1A4_30,1A4,0.345
1A4_31,1A4,0.29
1A4_32,1A4,0.519
1A4_33,1A4,0.355
1A4_34,1A4,0.273
1A4_35,1A4,0.273
1A4_36,1A4,0.25
1A4_37,1A4,0.312
1A4_38,1A4,0.235
1A4_39,1A4,0.444
1A4_40,1A4,0.235
1A4_41,1A4,0.273
1A4_42,1A4,0.257
1A4_43,1A4,0.29
1A4_44,1A4,0.206
1A4_45,1A4,0.519
1A4_46,1A4,0.5
1A4_47,1A4,0.281
1A4_48,1A4,0.312
1A4_49,1A4,0.25
1A4_50,1A4,0.281
1A3_1,1A3,0.194
1A3_2,1A3,0.278
1A3_3,1A3,0.237
1A3_4,1A3,0.237
1A3_5,1A3,0.314
1A3_6,1A3,0.257
1A3_7,1A3,0.297
1A3_8,1A3,0.2
1A3_9,1A3,0.27
1A3_10,1A3,0.306
1A3_11,1A3,0.314
1A3_12,1A3,0.448
1A3_13,1A3,0.536
1A3_14,1A3,0.323
1A3_15,1A3,0.25
1A3_16,1A3,0.303
1A3_17,1A3,0.25
1A3_18,1A3,0.314
1A3_19,1A3,0.333
1A3_20,1A3,0.257
1A3_21,1A3,0.257
1A3_22,1A3,0.297
1A3_23,1A3,0.231
1A3_24,1A3,0.27
1A3_25,1A3,0.278
1A3_26,1A3,0.257
1A3_27,1A3,0.306
1A3_28,1A3,0.278
1A3_29,1A3,0.297
1A3_30,1A3,0.297
1A3_31,1A3,0.343
1A3_32,1A3,0.231
1A3_33,1A3,0.27
1A3_34,1A3,0.536
1A3_35,1A3,0.571
1A3_36,1A3,0.571
1A3_37,1A3,0.263
1A3_38,1A3,0.297
1A3_39,1A3,0.231
1A3_40,1A3,0.265
1A3_41,1A3,0.263
1A3_42,1A3,0.257
1A3_43,1A3,0.237
1A3_44,1A3,0.27
1A3_45,1A3,0.273
1A3_46,1A3,0.273
1A3_47,1A3,0.323
1A3_48,1A3,0.306
1A3_49,1A3,0.237
1A3_50,1A3,0.419
1BJ_1,1BJ,0.5
1BJ_2,1BJ,0.194
1BJ_3,1BJ,0.222
1BJ_4,1BJ,0.242
1BJ_5,1BJ,0.364
1BJ_6,1BJ,0.216
1BJ_7,1BJ,0.333
1BJ_8,1BJ,0.375
1BJ_9,1BJ,0.235
1BJ_10,1BJ,0.194
1BJ_11,1BJ,0.375
1BJ_12,1BJ,0.333
1BJ_13,1BJ,0.333
1BJ_14,1BJ,0.433
1BJ_15,1BJ,0.333
1BJ_16,1BJ,0.667
1BJ_17,1BJ,0.364
1BJ_18,1BJ,0.294
1BJ_19,1BJ,0.257
1BJ_20,1BJ,0.5
1BJ_21,1BJ,0.229
1BJ_22,1BJ,0.621
1BJ_23,1BJ,0.353
1BJ_24,1BJ,0.2
1BJ_25,1BJ,0.5
1BJ_26,1BJ,0.382
1BJ_27,1BJ,0.242
1BJ_28,1BJ,0.741
1BJ_29,1BJ,0.189
1BJ_30,1BJ,0.229
1BJ_31,1BJ,0.306
1BJ_32,1BJ,0.375
1BJ_33,1BJ,0.387
1BJ_34,1BJ,0.406
1BJ_35,1BJ,0.184
1BJ_36,1BJ,0.382
1BJ_37,1BJ,0.419
1BJ_38,1BJ,0.467
1BJ_39,1BJ,0.211
1BJ_40,1BJ,0.237
1BJ_41,1BJ,0.324
1BJ_42,1BJ,0.184
1BJ_43,1BJ,0.567
1BJ_44,1BJ,0.25
1BJ_45,1BJ,0.324
1BJ_46,1BJ,0.314
1BJ_47,1BJ,0.406
1BJ_48,1BJ,0.464
1BJ_49,1BJ,0.343
1BJ_50,1BJ,0.343
0ZA_1,0ZA,0.349
0ZA_2,0ZA,0.462
0ZA_3,0ZA,0.357
0ZA_4,0ZA,0.436
0ZA_5,0ZA,0.325
0ZA_6,0ZA,0.286
0ZA_7,0ZA,0.415
0ZA_8,0ZA,0.4
0ZA_9,0ZA,0.273
0ZA_10,0ZA,0.4
0ZA_11,0ZA,0.474
0ZA_12,0ZA,0.341
0ZA_13,0ZA,0.267
0ZA_14,0ZA,0.4
0ZA_15,0ZA,0.262
0ZA_16,0ZA,0.256
0ZA_17,0ZA,0.45
0ZA_18,0ZA,0.462
0ZA_19,0ZA,0.244
0ZA_20,0ZA,0.41
0ZA_21,0ZA,0.273
0ZA_22,0ZA,0.341
0ZA_23,0ZA,0.5
0ZA_24,0ZA,0.486
0ZA_25,0ZA,0.279
0ZA_26,0ZA,0.349
0ZA_27,0ZA,0.204
0ZA_28,0ZA,0.25
0ZA_29,0ZA,0.25
0ZA_30,0ZA,0.326
0ZA_31,0ZA,0.629
0ZA_32,0ZA,0.629
0ZA_33,0ZA,0.629
0ZA_34,0ZA,0.447
0ZA_35,0ZA,0.227
0ZA_36,0ZA,0.273
0ZA_37,0ZA,0.273
0ZA_38,0ZA,0.366
0ZA_39,0ZA,0.326
0ZA_40,0ZA,0.261
0ZA_41,0ZA,0.273
0ZA_42,0ZA,0.4
0ZA_43,0ZA,0.366
0ZA_44,0ZA,0.357
0ZA_45,0ZA,0.25
0ZA_46,0ZA,0.357
0ZA_47,0ZA,0.514
0ZA_48,0ZA,0.333
0ZA_49,0ZA,0.366
0ZA_50,0ZA,0.233
0ZA_51,0ZA,0.333
0ZA_52,0ZA,0.357
0ZA_53,0ZA,0.341
0ZA_54,0ZA,0.317
0ZA_55,0ZA,0.39
0ZA_56,0ZA,0.41
0ZA_57,0ZA,0.244
0ZA_58,0ZA,0.239
0ZA_59,0ZA,0.395
0ZA_60,0ZA,0.436
0ZA_61,0ZA,0.415
0ZA_62,0ZA,0.462
0ZA_63,0ZA,0.381
0ZA_64,0ZA,0.474
0ZA_65,0ZA,0.209
0ZA_66,0ZA,0.31
0ZA_67,0ZA,0.447
0ZA_68,0ZA,0.421
0ZA_69,0ZA,0.425
0ZA_70,0ZA,0.462
0ZA_71,0ZA,0.333
0ZA_72,0ZA,0.333
0ZA_73,0ZA,0.273
0ZA_74,0ZA,0.25
0ZA_75,0ZA,0.222
0ZA_76,0ZA,0.436
0ZA_77,0ZA,0.267
0ZA_78,0ZA,0.326
0ZA_79,0ZA,0.375
0ZA_80,0ZA,0.333
0ZA_81,0ZA,0.31
0ZA_82,0ZA,0.333
0ZA_83,0ZA,0.333
0ZA_84,0ZA,0.341
0ZA_85,0ZA,0.541
0ZA_86,0ZA,0.436
0ZA_87,0ZA,0.227
0ZA_88,0ZA,0.286
0ZA_89,0ZA,0.39
0ZA_90,0ZA,0.341
0ZA_91,0ZA,0.244
0ZA_92,0ZA,0.222
0ZA_93,0ZA,0.244
0ZA_94,0ZA,0.357
0ZA_95,0ZA,0.25
0ZA_96,0ZA,0.217
0ZA_97,0ZA,0.267
0ZA_98,0ZA,0.41
0ZA_99,0ZA,0.239
0ZA_100,0ZA,0.4
1B4_1,1B4,0.233
1B4_2,1B4,0.268
1B4_3,1B4,0.286
1B4_4,1B4,0.256
1B4_5,1B4,0.256
1B4_6,1B4,0.5
1B4_7,1B4,0.432
1B4_8,1B4,0.375
1B4_9,1B4,0.5
1B4_10,1B4,0.293
1B4_11,1B4,0.325
1B4_12,1B4,0.405
1B4_13,1B4,0.395
1B4_14,1B4,0.35
1B4_15,1B4,0.341
1B4_16,1B4,0.35
1B4_17,1B4,0.262
1B4_18,1B4,0.3
1B4_19,1B4,0.238
1B4_20,1B4,0.359
1B4_21,1B4,0.421
1B4_22,1B4,0.472
1B4_23,1B4,0.35
1B4_24,1B4,0.514
1B4_25,1B4,0.385
1B4_26,1B4,0.317
1B4_27,1B4,0.35
1B4_28,1B4,0.385
1B4_29,1B4,0.421
1B4_30,1B4,0.35
1B4_31,1B4,0.325
1B4_32,1B4,0.238
1B4_33,1B4,0.472
1B4_34,1B4,0.359
1B4_35,1B4,0.233
1B4_36,1B4,0.395
1B4_37,1B4,0.405
1B4_38,1B4,0.317
1B4_39,1B4,0.286
1B4_40,1B4,0.268
1B4_41,1B4,0.421
1B4_42,1B4,0.3
1B4_43,1B4,0.421
1B4_44,1B4,0.286
1B4_45,1B4,0.293
1B4_46,1B4,0.486
1B4_47,1B4,0.256
1B4_48,1B4,0.233
1B4_49,1B4,0.385
1B4_50,1B4,0.214
1B5_1,1B5,0.368
1B5_2,1B5,0.2
1B5_3,1B5,0.368
1B5_4,1B5,0.325
1B5_5,1B5,0.262
1B5_6,1B5,0.405
1B5_7,1B5,0.472
1B5_8,1B5,0.514
1B5_9,1B5,0.244
1B5_10,1B5,0.244
1B5_11,1B5,0.432
1B5_12,1B5,0.286
1B5_13,1B5,0.293
1B5_14,1B5,0.293
1B5_15,1B5,0.333
1B5_16,1B5,0.486
1B5_17,1B5,0.486
1B5_18,1B5,0.244
1B5_19,1B5,0.341
1B5_20,1B5,0.378
1B5_21,1B5,0.3
1B5_22,1B5,0.209
1B5_23,1B5,0.444
1B5_24,1B5,0.244
1B5_25,1B5,0.317
1B5_26,1B5,0.395
1B5_27,1B5,0.441
1B5_28,1B5,0.163
1B5_29,1B5,0.486
1B5_30,1B5,0.286
1B5_31,1B5,0.359
1B5_32,1B5,0.472
1B5_33,1B5,0.5
1B5_34,1B5,0.417
1B5_35,1B5,0.368
1B5_36,1B5,0.432
1B5_37,1B5,0.308
1B5_38,1B5,0.432
1B5_39,1B5,0.421
1B5_40,1B5,0.333
1B5_41,1B5,0.545
1B5_42,1B5,0.472
1B5_43,1B5,0.559
1B5_44,1B5,0.472
1B5_45,1B5,0.275
1B5_46,1B5,0.378
1B5_47,1B5,0.3
1B5_48,1B5,0.308
1B5_49,1B5,0.576
1B5_50,1B5,0.341
1B6_1,1B6,0.333
1B6_2,1B6,0.22
1B6_3,1B6,0.225
1B6_4,1B6,0.175
1B6_5,1B6,0.429
1B6_6,1B6,0.441
1B6_7,1B6,0.5
1B6_8,1B6,0.5
1B6_9,1B6,0.297
1B6_10,1B6,0.316
1B6_11,1B6,0.289
1B6_12,1B6,0.412
1B6_13,1B6,0.515
1B6_14,1B6,0.243
1B6_15,1B6,0.263
1B6_16,1B6,0.412
1B6_17,1B6,0.333
1B6_18,1B6,0.417
1B6_19,1B6,0.4
1B6_20,1B6,0.19
1B6_21,1B6,0.371
1B6_22,1B6,0.516
1B6_23,1B6,0.394
1B6_24,1B6,0.342
1B6_25,1B6,0.231
1B6_26,1B6,0.455
1B6_27,1B6,0.412
1B6_28,1B6,0.485
1B6_29,1B6,0.7
1B6_30,1B6,0.455
1B6_31,1B6,0.5
1B6_32,1B6,0.424
1B6_33,1B6,0.27
1B6_34,1B6,0.562
1B6_35,1B6,0.5
1B6_36,1B6,0.211
1B6_37,1B6,0.289
1B6_38,1B6,0.471
1B6_39,1B6,0.457
1B6_40,1B6,0.324
1B6_41,1B6,0.333
1B6_42,1B6,0.531
1B6_43,1B6,0.225
1B6_44,1B6,0.412
1B6_45,1B6,0.244
1B6_46,1B6,0.211
1B6_47,1B6,0.485
