name,TotalExposedSasa,TotalBSA,InterfaceHydrophobicSasa,InterfacePolarSasa,InteractionScore,FaAtrInteraction,FaRepInteraction,FaSolInteraction,FaElecInteraction,HBondBbScInteraction,HBondScInteraction,GenBonded,HBInterface,TotalPackStat,InterfaceUnsat,SideFlexAlpha,SideFlexBeta,SideFlexOther,BackFlexAlpha,BackFlexBeta,BackFlexOther,PiPi,TStacking,CationPi,SaltBridge,TotalElec,TotalHBond,TotalHphobics,6.6,6.7,6.8,6.9,6.15,6.16,6.17,6.35,6.53,7.6,7.7,7.8,7.9,7.15,7.16,7.17,7.35,7.53,8.6,8.7,8.8,8.9,8.15,8.16,8.17,8.35,8.53,16.6,16.7,16.8,16.9,16.15,16.16,16.17,16.35,16.53,FCsp3,NumHAcceptors,NumHDonors,MolLogP,TPSA,VdwSA
decoys_minimizations/mini_3zxz_model0_chainA_KRW_resi2345__chainA_hits_1_decoy_KRW_36_102.pdb,-0.1809853452268797,864.5,0.6246970465186023,0.3753029534813977,-23.440377575545316,-27.62487062623313,5.6737822709336,1.8875609830802205,0.1592871929768762,0.0,0.0,4.014735924268202,0.0,0.0023779999999999,8.0,30,147,115,0,11,16,0,0,0,0,-110342.7288569492,0,15,2874,823,859,50,1173,342,350,23,294,88,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6111111111111112,8,1,1.6524999999999994,100.28000000000002,476.5895849465815
decoys_minimizations/mini_3zze_model0_chainA_6XP_resi2345__chainA_hits_1_decoy_6XP_23_10.pdb,-0.2136934495520441,705.7999999999993,0.8131558617387872,0.1868441382612128,-26.70574669835787,-29.211083460199006,6.822161062070734,1.213042439951778,-1.3889671256844736,-2.1729626238547866,0.0,6.281801129129076,1.0,-0.0124659999999999,7.0,0,160,127,0,12,26,0,0,0,0,4900.239234367462,1,31,2894,797,859,58,341,95,104,8,646,169,176,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,42,44,3,0,0,0,0,0.1333333333333333,5,2,2.8493,87.57000000000001,356.1033510946384
decoys_minimizations/mini_3zze_model0_chainA_6XP_resi2345__chainA_hits_1_decoy_6XP_45_83.pdb,-0.1621977651663111,691.7000000000007,0.8365012753358078,0.1634987246641922,-23.490542081644207,-28.990250197828573,8.015682825871863,8.812853210648882,-5.835798575836293,-3.8415552726659135,0.0,8.674676553286169,3.0,0.003944,5.0,1,122,155,0,21,20,0,0,0,0,10024.53625131277,3,14,2421,674,704,51,389,106,115,8,608,157,168,11,0,0,0,0,0,0,0,0,207,56,58,4,0,0,0,0,197,56,56,5,0,0,0,0,0.5384615384615384,4,3,2.1067,92.42,386.50976895064593
decoys_minimizations/mini_3zze_model0_chainA_6XP_resi2345__chainA_hits_1_decoy_6XP_7_77.pdb,-0.1694445986454993,771.8000000000011,0.7372981853798284,0.2627018146201716,-21.447442177336256,-25.84443491670981,7.548075860736219,4.934520639971879,-4.1151458508845735,-1.0671340250194277,0.0,1.2773302712216217,1.0,-0.007108,11.0,1,134,97,0,25,13,0,0,0,0,-19575.946581415912,1,16,2511,736,771,49,585,165,167,11,381,100,112,9,0,0,0,0,0,0,0,0,385,106,115,7,0,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,4,3,2.4408,84.22,397.0741389850239
decoys_minimizations/mini_4a79_model0_chainA_P1B_resi601__chainA_hits_1_decoy_P1B_23_19.pdb,-0.2163037584543818,803.2000000000007,0.8763547772828831,0.1236452227171169,-32.899903864913085,-38.83981590693293,15.580133789772615,-1.1451334690036674,0.1061244966979302,0.0,0.0,6.087281045712755,0.0,0.006024,8.0,129,100,178,8,0,22,0,0,0,0,70484.00954037698,0,38,4023,837,1026,59,912,179,223,11,234,43,56,4,0,0,0,0,0,0,0,0,0,0,0,0,230,39,48,4,0,0,0,0,0,0,0,0,0.1666666666666666,5,1,2.9946,59.81,387.842515516426
decoys_minimizations/mini_4a79_model0_chainA_P1B_resi601__chainA_hits_1_decoy_P1B_33_256.pdb,-0.1980662761774836,817.7999999999993,0.8703904009499247,0.1296095990500753,-35.61580389966775,-41.17785592827613,16.246640315584045,-2.276084330301273,0.3210273143366748,0.0,0.0,8.54601267476427,0.0,0.005173,4.0,185,118,195,11,0,19,0,0,0,0,-56937.408320350456,0,40,4360,903,1095,53,452,90,110,6,658,140,175,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3,1,3.2150000000000007,58.64,434.7702790986437
decoys_minimizations/mini_4a79_model0_chainA_P1B_resi601__chainA_hits_1_decoy_P1B_45_225.pdb,-0.1935717061251347,792.5,0.7904253647442858,0.2095746352557141,-36.41239569224604,-40.51801189210392,15.848065586988357,-3.0898814220299755,0.0310685344965122,0.0,-0.6886341556631947,8.497692285610722,1.0,0.010655,3.0,185,133,155,11,0,16,0,0,0,0,-110194.79577424018,1,27,4006,800,989,47,656,135,163,7,430,95,117,9,0,0,0,0,0,0,0,0,207,46,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5,1,3.901600000000003,54.46000000000001,408.117903846459
decoys_minimizations/mini_4a7i_model0_chainB_A7I_resi1246__chainB_hits_1_decoy_A7I_35_163.pdb,-0.1327238242005752,854.0,0.6008053892417784,0.3991946107582216,-28.62539550899794,-38.16706541749591,16.37675181487043,7.871245354035182,-2.465385254990565,0.0,0.0,-1.970325923044857,0.0,0.014024,12.0,0,121,177,0,65,77,0,0,2,0,-86858.65502310032,0,35,2817,803,898,70,530,154,166,11,240,62,81,5,0,0,0,0,0,0,0,0,218,57,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,4,3,0.3442000000000031,58.040000000000006,495.04460633386094
decoys_minimizations/mini_4a7i_model0_chainB_A7I_resi1246__chainB_hits_1_decoy_A7I_36_270.pdb,-0.055268337508648,723.8999999999996,0.6560696775927846,0.3439303224072154,-28.3933227045585,-32.80570171311297,5.207878372935795,8.76391404425442,-3.640730590320686,0.0,0.0,1.4029189016708536,0.0,0.0129899999999999,13.0,0,117,160,0,33,39,0,0,5,0,-104344.48127581849,1,21,2741,798,859,73,482,131,153,10,339,103,107,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,3,3,1.300400000000002,58.040000000000006,530.8587572884908
decoys_minimizations/mini_4a7i_model0_chainB_A7I_resi1246__chainB_hits_1_decoy_A7I_49_87.pdb,-0.1269507561856226,717.5,0.576379730441001,0.423620269558999,-17.26724559400293,-34.583401854622025,12.883588591738828,15.004869584676044,-1.3214677323434785,-0.2206035592445729,0.0,-0.1616553085272558,1.0,-0.000482,10.0,0,131,76,0,85,21,0,0,1,0,30500.17777440291,4,19,2285,637,711,69,492,136,153,14,582,168,179,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,53,60,3,0.5714285714285714,3,3,1.635199999999999,78.17999999999999,380.3532505420558
decoys_minimizations/mini_4a9m_model0_chainB_P9M_resi1187__chainB_altA_hits_1_decoy_P9M_29_12.pdb,-0.1148850492958513,674.3099999999995,0.7982095684269205,0.2017904315730795,-22.41534051357712,-20.9513287391693,5.944325120026761,-3.649523444644615,-0.3366319369566497,0.0,0.0,3.14008855610352,0.0,-0.0071059999999999,5.0,105,0,157,1,0,0,0,0,0,0,-47039.322136226685,0,22,2491,588,663,43,373,82,99,6,318,70,85,7,0,0,0,0,0,0,0,0,0,0,0,0,110,26,26,2,0,0,0,0,0,0,0,0,0.3529411764705882,3,1,3.0292000000000003,48.57000000000001,379.3480465610151
decoys_minimizations/mini_4a9m_model0_chainB_P9M_resi1187__chainB_altA_hits_1_decoy_P9M_47_20.pdb,-0.1237864217796513,648.29,0.8481990571071192,0.1518009428928808,-21.43628617583352,-20.97962919554982,4.594496789195944,-1.6037713807312457,-1.3956948337169024,0.0,0.0,-4.354802025187751,0.0,-6.300000000003525e-05,4.0,47,0,151,0,0,8,0,0,0,0,9476.93122649292,1,15,1881,456,489,37,940,228,249,15,0,0,0,0,0,0,0,0,0,0,0,0,110,26,28,2,122,28,29,2,0,0,0,0,0,0,0,0,0.5,6,1,3.2593000000000005,55.63,340.96440868926805
decoys_minimizations/mini_4a9m_model0_chainB_P9M_resi1187__chainB_altA_hits_1_decoy_P9M_9_6.pdb,-0.1291748322515116,666.5,0.8291514508669163,0.1708485491330837,-20.092947410097626,-22.555815328372542,5.437883083854146,-0.7108003077877356,-0.4541266447071734,0.0,0.0,4.10162019286869,0.0,-0.0169559999999999,4.0,90,0,176,7,0,10,0,0,0,0,36567.35734451664,0,11,2362,544,601,43,363,91,95,7,241,54,62,4,0,0,0,0,0,0,0,0,185,45,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0.6470588235294118,4,1,3.097200000000001,52.65,410.0259941091287
decoys_minimizations/mini_4a9n_model0_chainA_A9N_resi1190__chainA_altA_hits_1_decoy_A9N_13_27.pdb,-0.1866825918184533,689.9099999999999,0.8410644899784688,0.1589355100215311,-30.06283158263915,-27.84488313050053,7.1781447117635935,-3.785588777991848,-1.1396054356719674,0.0,-1.6452286403478134,1.137118110336893,1.0,-0.003317,6.0,98,0,244,6,0,13,0,0,0,1,-6523.009502288565,1,24,2512,588,645,45,752,178,197,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4705882352941176,5,1,2.2091199999999995,53.940000000000005,384.86171431221527
decoys_minimizations/mini_4a9n_model0_chainA_A9N_resi1190__chainA_altA_hits_1_decoy_A9N_14_0.pdb,-0.1402708591548185,648.8299999999999,0.8287265930759082,0.1712734069240917,-21.782383174094576,-21.221944214555265,8.182575369749642,-5.5585871418280135,0.1648905405863843,0.0,0.0,11.375859478772073,0.0,-0.011889,4.0,72,0,213,3,0,18,0,0,0,0,62634.08187747432,0,15,2109,510,534,40,277,66,67,6,398,94,106,9,0,0,0,0,0,0,0,0,112,26,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,1,1.5472199999999998,66.48,384.6444948148962
decoys_minimizations/mini_4a9n_model0_chainA_A9N_resi1190__chainA_altA_hits_1_decoy_A9N_3_7.pdb,-0.1836523143399597,626.54,0.8318528390876285,0.1681471609123714,-25.499413989706653,-24.71551786015232,6.028040596022848,-3.35515800392119,-0.4985864823355257,0.0,0.0,7.146987936772939,0.0,-0.004489,4.0,67,0,187,1,0,25,0,0,0,0,7361.126158032708,0,18,1823,420,466,37,617,149,164,11,299,75,78,6,0,0,0,0,0,0,0,0,183,47,49,3,116,26,28,2,0,0,0,0,0,0,0,0,0.2727272727272727,5,1,2.908910000000001,52.07000000000001,302.56718489110824
decoys_minimizations/mini_4abw_model0_chainB_42M_resi1125__chainB_hits_1_decoy_42M_22_24.pdb,0.0509417170337792,439.9900000000007,0.8650441586461887,0.1349558413538112,-16.596715623971647,-19.180673012746183,4.973339553859233,2.432704053390296,-1.0324789712024085,0.0,-0.221965253391339,-1.551757018131172,2.0,0.010512,1.0,0,210,4,0,44,5,0,0,0,0,73578.83739778546,2,17,1059,283,344,2,311,84,105,0,349,87,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5384615384615384,6,2,1.7636999999999994,102.70000000000002,346.1446776398732
decoys_minimizations/mini_4abw_model0_chainB_42M_resi1125__chainB_hits_1_decoy_42M_35_65.pdb,0.2171062337972557,322.1300000000001,0.8371124479407684,0.1628875520592315,-6.289125999951523,-6.025922568944793,2.1158195052786084,-1.539975425031912,-0.0783495293469229,0.0,0.0,6.074188424753141,0.0,-0.010581,0.0,0,115,0,0,0,0,0,0,0,0,9190.464542414298,0,8,1026,263,327,9,206,59,70,1,182,47,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5294117647058824,4,2,2.1612,92.96,443.21181550835286
decoys_minimizations/mini_4abw_model0_chainB_42M_resi1125__chainB_hits_1_decoy_42M_45_28.pdb,0.0446588515974318,445.84000000000015,0.8141768670888262,0.1858231329111738,-11.00650151433399,-13.01641556498896,3.5660413364364985,1.5655678698815336,-0.5092792466284948,0.0,0.0,4.891095767505616,0.0,-0.003896,0.0,0,120,7,0,9,1,0,0,0,0,-8267.183709815348,1,8,835,203,259,1,489,120,150,1,130,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,19,24,0,0,0,0,0,0.1,6,2,2.10738,106.84,278.9806912326787
decoys_minimizations/mini_4ag8_model0_chainA_AXI_resi2000__chainA_hits_1_decoy_AXI_20_26.pdb,-0.1569420029358506,797.5,0.7957274215739245,0.2042725784260754,-22.33325679185782,-33.25902283228538,18.1216618552059,0.3542222227529237,1.4532402053729356,0.0,0.0,2.353701783322949,0.0,0.0216929999999999,9.0,7,280,50,0,34,20,0,0,0,0,-15594.09559161466,0,29,3257,837,867,51,383,101,100,5,477,137,127,7,0,0,0,0,0,0,0,0,0,0,0,0,424,103,110,4,0,0,0,0,0,0,0,0,0.2222222222222222,3,2,4.363200000000004,67.42999999999999,402.0752847028773
decoys_minimizations/mini_4ag8_model0_chainA_AXI_resi2000__chainA_hits_1_decoy_AXI_39_19.pdb,-0.1672433440540093,870.0999999999985,0.7928396837449787,0.2071603162550212,-30.21630517786855,-36.28695625667319,15.5212089928026,-2.5594230362744383,0.3656249735033725,0.0,0.0,2.055060222720552,0.0,0.006514,9.0,13,312,68,0,34,24,0,0,1,0,75998.44394125507,0,31,4184,1090,1130,56,619,165,159,6,137,41,36,2,0,0,0,0,0,0,0,0,0,0,0,0,193,49,54,2,0,0,0,0,0,0,0,0,0.2608695652173913,4,2,4.920380000000004,77.28,458.6379542818459
decoys_minimizations/mini_4ag8_model0_chainA_AXI_resi2000__chainA_hits_1_decoy_AXI_41_154.pdb,-0.1553553447782916,843.5,0.7998379524216621,0.2001620475783379,-30.9462532790144,-38.987799796092986,23.799839242045493,-2.460322654927495,-2.0729496669616765,-0.7016666467538002,0.0,18.514384157393188,1.0,0.0148289999999999,7.0,31,403,43,0,54,27,0,0,0,0,-35630.71672672724,1,31,3909,987,1041,56,407,106,109,5,562,151,154,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4090909090909091,3,2,4.198720000000004,61.80000000000001,470.6891970769462
decoys_minimizations/mini_4aj4_model0_chainD_VAB_resi1334__chainD_altB_hits_1_decoy_VAB_25_120.pdb,-0.0316408424648779,615.0,0.7761533487485597,0.2238466512514403,-15.977619845083154,-23.221250639637677,3.4565032200038104,7.127268367993793,-2.50775041480506,0.0,0.0,0.1158873232081468,0.0,-0.0124279999999999,5.0,87,33,108,10,3,20,0,0,0,0,54220.34878578118,2,13,1786,447,444,8,300,74,70,1,391,96,90,1,0,0,0,0,0,0,0,0,246,59,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,2,2.9184,75.27,420.9112884644118
decoys_minimizations/mini_4aj4_model0_chainD_VAB_resi1334__chainD_altB_hits_1_decoy_VAB_28_133.pdb,-0.0357669803642981,570.1000000000022,0.6833466208489694,0.3166533791510306,-11.75288848964317,-13.334409694415854,3.6840431240567,5.720924548956873,-5.152830237751687,0.0,0.0,2.104671929203082,0.0,-0.0108179999999999,2.0,44,12,76,8,0,20,0,0,0,2,32281.32500728632,1,8,1783,489,482,10,153,39,35,0,469,128,132,2,0,0,0,0,0,0,0,0,133,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3,2,2.8806200000000004,83.47,375.88462873331343
decoys_minimizations/mini_4aj4_model0_chainD_VAB_resi1334__chainD_altB_hits_1_decoy_VAB_41_112.pdb,-0.1413663619662781,634.7000000000007,0.6989077281784857,0.3010922718215143,-12.033630712298532,-13.090305467915186,4.621624950936507,0.46039031695841,-2.2247102964259966,0.0,0.0,2.1491776369297333,0.0,-0.0203409999999999,9.0,70,12,68,8,0,13,0,0,0,0,56934.967169972144,0,6,1663,441,436,8,248,70,65,2,322,96,98,2,502,128,124,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8461538461538461,2,2,2.4712,69.64,371.9160586355087
decoys_minimizations/mini_4ajl_model0_chainC_88W_resi1336__chainC_altB_hits_1_decoy_88W_13_29.pdb,-0.1575260374762084,710.9999999999982,0.7044840872643733,0.2955159127356267,-20.42592119146991,-25.75292199069713,4.275574331786402,9.839288994122851,-3.5913619318851038,-3.761442577894762,0.0,-2.5995014419716767,2.0,-0.0009859999999999,10.0,89,23,120,9,3,37,0,0,0,0,-106386.98633959448,2,20,2188,551,549,13,480,119,121,5,473,118,123,5,0,0,0,0,0,0,0,0,129,31,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1333333333333333,4,3,2.08972,87.29999999999998,366.07127566886766
decoys_minimizations/mini_4ajl_model0_chainC_88W_resi1336__chainC_altB_hits_1_decoy_88W_3_12.pdb,-0.1340891577722021,618.7999999999993,0.775277128855269,0.2247228711447309,-18.273695427393363,-20.946719374233,5.294994637572984,4.350966320894031,-2.782144399090725,-1.5643860935666325,0.0,11.78912613002057,1.0,-0.0088749999999999,4.0,75,44,98,5,12,18,0,0,0,0,-23771.777942894598,1,16,1645,399,397,6,430,117,111,3,452,108,120,3,0,0,0,0,0,0,0,0,259,64,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727,6,2,1.07302,105.91,313.46101537734484
decoys_minimizations/mini_4ajl_model0_chainC_88W_resi1336__chainC_altB_hits_1_decoy_88W_6_94.pdb,-0.1105249762846791,633.3000000000011,0.7652561863548893,0.2347438136451107,-19.358438191923938,-21.3087733986049,4.589135231347939,0.8415924185205768,-1.2602480601510706,0.0,0.0,23.507030935559342,0.0,0.008623,6.0,84,32,139,2,5,14,0,0,0,1,-21557.62105482141,1,18,2070,533,514,9,717,178,184,5,146,39,41,2,0,0,0,0,0,0,0,0,105,33,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,6,2,0.9928000000000003,83.08000000000001,None
decoys_minimizations/mini_4alw_model0_chainA_HY7_resi1308__chainA_altA_hits_1_decoy_HY7_82_2.pdb,-0.1760699055890773,690.5999999999985,0.7230330030374604,0.2769669969625396,-26.026471389675294,-21.28757462138401,4.755295445659101,0.4622672698619681,-6.819257062607221,0.0,-1.6282164663036802,7.057773641619281,1.0,-0.015105,3.0,0,149,59,0,30,10,0,0,0,1,-214660.3009595089,2,13,2457,627,741,0,651,168,202,0,201,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,50,54,0,0,0,0,0,0.4666666666666667,4,1,0.6145999999999999,54.22,350.98885705836847
decoys_minimizations/mini_4alw_model0_chainA_HY7_resi1308__chainA_altA_hits_1_decoy_HY7_89_62.pdb,-0.1850851239993796,733.1000000000004,0.7459828363996106,0.2540171636003894,-25.752349299121875,-24.486690055883173,6.474917198824869,-1.3887302583677863,-1.8425643636787756,0.0,0.0,11.449505660595076,0.0,0.0052919999999999,5.0,0,169,80,0,23,10,0,0,0,0,-58389.22627602176,0,14,2585,643,772,0,933,234,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,46,53,0,0,0,0,0,0.6,4,2,0.7910999999999995,46.66,352.7622411017056
decoys_minimizations/mini_4alw_model0_chainA_HY7_resi1308__chainA_altA_hits_1_decoy_HY7_94_36.pdb,-0.1594667357354176,723.1000000000004,0.7015215420811267,0.2984784579188732,-12.160299355274104,-17.258671140208662,4.130104496836566,3.3384943796982043,1.3403722043503876,0.0,0.0,1.6407010010377394,0.0,-0.0124689999999999,4.0,0,120,43,0,13,0,0,0,0,0,83325.49424803462,0,9,2478,633,760,0,435,111,137,0,264,68,92,0,0,0,0,0,0,0,0,0,126,34,45,0,0,0,0,0,184,43,55,0,0,0,0,0,0.4375,3,1,2.2657,67.31,398.4171842979236
decoys_minimizations/mini_4aoi_model0_chainA_4K0_resi2345__chainA_hits_1_decoy_4K0_13_274.pdb,-0.1571882021339374,717.2000000000007,0.7390150830515076,0.2609849169484923,-20.943137457276865,-27.42194448058831,7.411066286232312,2.8705897214817924,-0.6078301316422312,0.0,0.0,13.030640450206246,0.0,-0.0055999999999999,11.0,2,143,122,0,8,19,0,0,0,0,38298.05100712321,2,16,3283,900,960,67,850,233,250,16,486,131,148,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3157894736842105,6,1,2.2202999999999995,85.27000000000001,438.6241373608004
decoys_minimizations/mini_4aoi_model0_chainA_4K0_resi2345__chainA_hits_1_decoy_4K0_28_100.pdb,-0.1572136945470603,768.2000000000007,0.6749850775106843,0.3250149224893157,-25.323946320708277,-29.532015943226043,7.676851204421325,1.750278901331285,-0.6302903347825577,0.0,0.0,4.026801239284375,0.0,-0.032202,8.0,7,125,146,0,18,33,0,0,0,0,15248.896119823205,0,36,2907,806,858,53,1033,278,303,23,388,109,111,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,6,1,1.9879,89.57000000000001,409.10804517152
decoys_minimizations/mini_4aoi_model0_chainA_4K0_resi2345__chainA_hits_1_decoy_4K0_30_276.pdb,-0.1584841637865193,836.3999999999996,0.7270267868984703,0.2729732131015296,-28.33873540248601,-36.68131985131913,9.42576781025548,4.689203874644363,-1.8900865497616903,-0.6047762658169233,0.0,2.4799140607037766,1.0,0.0073609999999999,6.0,4,230,141,0,17,30,0,0,0,0,29193.46216579555,1,27,3364,916,977,66,926,257,270,19,583,152,168,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5789473684210527,6,1,1.7551,95.33,479.0184048744646
decoys_minimizations/mini_4arb_model0_chainB_C57_resi1544__chainB_altA_hits_1_decoy_C57_29_255.pdb,-0.2476304993634168,845.5999999999985,0.6602802933626176,0.3397197066373824,-24.375862490302097,-30.323309323147896,7.511836651293606,2.7518571762648207,-0.3151575973640774,0.0,0.0,4.816474456192846,0.0,-0.0068979999999999,9.0,0,0,328,0,0,16,0,0,0,0,18366.20497091277,0,39,3767,744,969,15,1236,252,320,3,192,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,6,2,2.1442,84.21000000000001,444.5000296900891
decoys_minimizations/mini_4arb_model0_chainB_C57_resi1544__chainB_altA_hits_1_decoy_C57_32_215.pdb,-0.2350447917920015,806.4000000000015,0.6447352703206852,0.3552647296793148,-24.491405174939477,-30.658954430166887,8.93402343082903,5.329785953767896,-2.3981391799736684,-1.4353380481081075,0.0,8.90466299097493,1.0,0.008784,8.0,0,3,315,0,0,28,0,0,0,0,-103504.61163628704,2,26,3518,702,871,16,770,151,196,1,603,120,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,3,2,1.90446,88.47999999999999,421.34508044381056
decoys_minimizations/mini_4arb_model0_chainB_C57_resi1544__chainB_altA_hits_1_decoy_C57_43_38.pdb,-0.25701452567923,827.7000000000007,0.7233081753569972,0.2766918246430028,-22.20568191542816,-31.02436904242813,7.6269163704955645,5.233873768545891,-0.3101166504261528,0.0,0.0,6.270948570764368,0.0,-0.010344,13.0,0,2,306,0,0,14,0,0,0,0,47216.46388320073,2,27,3188,643,815,11,666,140,165,4,764,153,194,0,0,0,0,0,0,0,0,0,226,44,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,4,2,1.1868999999999996,87.6,406.8264094754266
decoys_minimizations/mini_4at3_model0_chainA_LTI_resi1839__chainA_hits_1_decoy_LTI_44_15.pdb,-0.203616755366633,740.8999999999996,0.8555644765541623,0.1444355234458376,-29.583390587658755,-30.37659686519123,9.845188015827432,2.106358346201887,-5.120808489307024,-1.978011408575284,0.0,18.689142856122867,2.0,-0.0018169999999999,2.0,0,211,137,0,24,16,0,0,0,0,-76125.78509429355,2,32,3174,804,841,46,723,184,194,6,511,131,132,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3529411764705882,5,3,1.558099999999999,112.31,386.7052902978282
decoys_minimizations/mini_4at3_model0_chainA_LTI_resi1839__chainA_hits_1_decoy_LTI_45_44.pdb,-0.2211490758417034,726.7999999999993,0.9138218729257624,0.0861781270742377,-24.33769476545069,-29.435557278582564,7.647483678144567,9.950728615462822,-5.64024940627678,-4.058129447197516,0.0,12.347190837375862,2.0,-0.001475,5.0,0,210,67,0,28,11,0,0,0,0,-60608.953963500026,2,24,3094,829,840,45,368,94,101,3,873,224,226,6,0,0,0,0,0,0,0,0,354,95,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,1.9935999999999996,126.56,390.13143269318886
decoys_minimizations/mini_4at3_model0_chainA_LTI_resi1839__chainA_hits_1_decoy_LTI_9_5.pdb,-0.2157138521998685,665.0999999999985,0.8799097650063822,0.1200902349936177,-23.813219785295477,-27.427452235026976,9.49860575392239,1.4043569164855398,-1.461853932837471,0.0,0.0,6.93540095514552,1.0,-0.0032039999999999,9.0,0,209,54,0,19,8,0,0,0,0,80694.40944277012,2,25,2391,636,627,32,386,105,107,5,561,148,147,5,0,0,0,0,0,0,0,0,200,54,56,2,418,109,113,6,0,0,0,0,0,0,0,0,0.0,4,3,3.0820000000000003,92.42,311.8112150940645
decoys_minimizations/mini_4at5_model0_chainA_MUJ_resi1839__chainA_hits_1_decoy_MUJ_30_224.pdb,-0.2008022452723323,829.0,0.836598624809912,0.1634013751900879,-36.77728889744765,-40.3363799979752,13.139532905393082,5.3537369346531705,-6.764363764172344,-2.59565386171218,0.0,1.578067272735974,3.0,0.022298,6.0,48,263,58,0,55,32,0,0,0,0,-13803.253673642994,3,35,3385,842,883,56,425,97,106,8,814,200,210,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,52,53,4,0,0,0,0,0.1764705882352941,5,4,2.8242000000000025,102.15,392.95154557227113
decoys_minimizations/mini_4at5_model0_chainA_MUJ_resi1839__chainA_hits_1_decoy_MUJ_36_17.pdb,-0.2129891320669104,854.7000000000007,0.8581060245595477,0.1418939754404523,-33.715041696085564,-37.11557023709156,12.009324530479716,5.607109170530521,-5.405077724357909,-2.46428609697692,0.0,1.985950812387569,2.0,-0.007704,6.0,37,289,63,0,34,36,0,0,0,0,-131127.52757352736,3,36,3433,831,909,59,541,140,137,7,589,144,152,8,397,98,105,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1764705882352941,3,3,2.5391,93.45,408.227492948606
decoys_minimizations/mini_4at5_model0_chainA_MUJ_resi1839__chainA_hits_1_decoy_MUJ_64_21.pdb,-0.2192298645878834,856.2000000000007,0.8380598470492877,0.1619401529507123,-25.03277805579205,-38.42111985583733,12.25419318318933,6.581531759224845,1.855022801692371,0.0,0.0,2.869902793606148,0.0,0.005572,14.0,45,254,96,0,25,36,0,0,0,0,-74680.72908351477,2,42,3410,841,878,61,1224,307,318,22,393,104,110,8,0,0,0,0,0,0,0,0,0,0,0,0,174,50,52,3,0,0,0,0,0,0,0,0,0.3529411764705882,8,5,0.7952000000000004,105.49,393.0691437075164
