Name,ShapeQuery,TanimotoCombo,ShapeTanimoto,ColorTanimoto
3O4_6_3,mini_4bbe_model0_chainB_3O4_resi2229__chainB_1,0.983,0.721,0.262
3O4_31_69,mini_4bbe_model0_chainB_3O4_resi2229__chainB_1,0.973,0.701,0.272
8T3_13_29,mini_4bfd_model0_chainA_8T3_resi1447__chainA_altA_1,1.077,0.75,0.326
8T3_31_74,mini_4bfd_model0_chainA_8T3_resi1447__chainA_altA_1,1.03,0.751,0.279
8T3_4_240,mini_4bfd_model0_chainA_8T3_resi1447__chainA_altA_1,0.999,0.765,0.234
IE6_44_58,mini_4bie_model0_chainA_IE6_resi1942__chainA_1,1.016,0.718,0.299
IE6_1_17,mini_4bie_model0_chainA_IE6_resi1942__chainA_1,0.973,0.711,0.262
IE6_12_17,mini_4bie_model0_chainA_IE6_resi1942__chainA_1,0.957,0.724,0.233
RPB_14_17,mini_4bjc_model0_chainA_RPB_resi2162__chainA_altA_1,1.051,0.719,0.332
RPB_17_106,mini_4bjc_model0_chainA_RPB_resi2162__chainA_altA_1,1.018,0.723,0.295
RPB_27_99,mini_4bjc_model0_chainA_RPB_resi2162__chainA_altA_1,1.011,0.68,0.332
Q7U_25_1,mini_4bnv_model0_chainD_Q7U_resi1247__chainC_chainD_1,1.18,0.849,0.331
Q7U_21_19,mini_4bnv_model0_chainD_Q7U_resi1247__chainC_chainD_1,1.146,0.814,0.332
Q7U_39_1,mini_4bnv_model0_chainD_Q7U_resi1247__chainC_chainD_1,1.062,0.823,0.24
FXE_4_23,mini_4bo0_model0_chainC_FXE_resi1248__chainD_altB_chainC_altB_1,1.134,0.776,0.358
FXE_36_85,mini_4bo0_model0_chainC_FXE_resi1248__chainD_altB_chainC_altB_1,1.082,0.635,0.446
FXE_31_120,mini_4bo0_model0_chainC_FXE_resi1248__chainD_altB_chainC_altB_1,1.072,0.773,0.299
U98_10_3,mini_4bo3_model0_chainC_U98_resi1248__chainC_chainD_altA_1,1.175,0.674,0.501
U98_6_3,mini_4bo3_model0_chainC_U98_resi1248__chainC_chainD_altA_1,1.154,0.76,0.394
U98_15_8,mini_4bo3_model0_chainC_U98_resi1248__chainC_chainD_altA_1,1.103,0.693,0.41
XKL_10_88,mini_4bqj_model0_chainA_XKL_resi1225__chainA_1,0.868,0.72,0.148
XKL_33_5,mini_4bqj_model0_chainA_XKL_resi1225__chainA_1,0.862,0.615,0.246
XKL_22_15,mini_4bqj_model0_chainA_XKL_resi1225__chainA_1,0.857,0.658,0.199
25F_49_11,mini_4bu7_model0_chainA_25F_resi2165__chainA_1,1.309,0.918,0.391
25F_35_9,mini_4bu7_model0_chainA_25F_resi2165__chainA_1,1.277,0.871,0.406
25F_28_77,mini_4bu7_model0_chainA_25F_resi2165__chainA_1,1.208,0.82,0.388
JQF_15_18,mini_4bue_model0_chainB_JQF_resi2165__chainB_altB_1,1.152,0.835,0.317
JQF_17_64,mini_4bue_model0_chainB_JQF_resi2165__chainB_altB_1,1.057,0.777,0.28
JQF_20_202,mini_4bue_model0_chainB_JQF_resi2165__chainB_altB_1,0.97,0.797,0.173
31F_9_2,mini_4but_model0_chainB_31F_resi3165__chainB_altB_1,1.133,0.75,0.382
31F_24_247,mini_4but_model0_chainB_31F_resi3165__chainB_altB_1,1.106,0.77,0.336
31F_43_19,mini_4but_model0_chainB_31F_resi3165__chainB_altB_1,1.088,0.836,0.252
16I_22_95,mini_4buv_model0_chainC_16I_resi2165__chainC_altB_1,1.214,0.725,0.488
16I_43_90,mini_4buv_model0_chainC_16I_resi2165__chainC_altB_1,1.053,0.847,0.206
16I_21_16,mini_4buv_model0_chainC_16I_resi2165__chainC_altB_1,1.04,0.803,0.238
F33_40_20,mini_4buw_model0_chainB_F33_resi2165__chainB_altA_1,1.082,0.801,0.281
F33_44_13,mini_4buw_model0_chainB_F33_resi2165__chainB_altA_1,1.075,0.738,0.337
F33_1_17,mini_4buw_model0_chainB_F33_resi2165__chainB_altA_1,1.063,0.809,0.254
F37_50_141,mini_4buy_model0_chainA_F37_resi2164__chainA_altB_1,0.981,0.673,0.308
F37_22_2,mini_4buy_model0_chainA_F37_resi2164__chainA_altB_1,0.981,0.656,0.325
F37_19_40,mini_4buy_model0_chainA_F37_resi2164__chainA_altB_1,0.975,0.778,0.197
BU6_73_58,mini_4bvd_model0_chainA_BU6_resi1082__chainA_altA_1,1.403,0.803,0.6
BU6_8_92,mini_4bvd_model0_chainA_BU6_resi1082__chainA_altA_1,1.072,0.757,0.315
BU6_75_14,mini_4bvd_model0_chainA_BU6_resi1082__chainA_altA_1,1.053,0.682,0.371
D6I_35_264,mini_4bzd_model0_chainA_D6I_resi1300__chainA_altB_1,0.892,0.683,0.21
D6I_45_249,mini_4bzd_model0_chainA_D6I_resi1300__chainA_altB_1,0.89,0.704,0.186
D6I_29_34,mini_4bzd_model0_chainA_D6I_resi1300__chainA_altB_1,0.887,0.635,0.253
UGX_5_113,mini_4bzn_model0_chainA_UGX_resi1306__chainA_1,0.98,0.625,0.356
UGX_30_19,mini_4bzn_model0_chainA_UGX_resi1306__chainA_1,0.966,0.754,0.212
UGX_35_289,mini_4bzn_model0_chainA_UGX_resi1306__chainA_1,0.922,0.653,0.269
7KW_3_286,mini_4c3f_model0_chainA_7KW_resi1499__chainA_altA_1,1.022,0.694,0.328
7KW_6_238,mini_4c3f_model0_chainA_7KW_resi1499__chainA_altA_1,0.987,0.685,0.302
7KW_8_41,mini_4c3f_model0_chainA_7KW_resi1499__chainA_altA_1,0.962,0.684,0.278
LMM_2_161,mini_4c61_model0_chainB_LMM_resi3134__chainB_1,0.988,0.64,0.348
LMM_3_34,mini_4c61_model0_chainB_LMM_resi3134__chainB_1,0.882,0.675,0.206
LMM_26_21,mini_4c61_model0_chainB_LMM_resi3134__chainB_1,0.871,0.649,0.222
OFG_43_17,mini_4ccb_model0_chainA_OFG_resi2401__chainA_1,0.968,0.661,0.307
OFG_21_195,mini_4ccb_model0_chainA_OFG_resi2401__chainA_1,0.852,0.675,0.177
OFG_35_171,mini_4ccb_model0_chainA_OFG_resi2401__chainA_1,0.845,0.673,0.172
7FK_40_1,mini_4ce1_model0_chainA_7FK_resi1215__chainA_altA_1,0.958,0.516,0.441
7FK_45_18,mini_4ce1_model0_chainA_7FK_resi1215__chainA_altA_1,0.918,0.595,0.323
7FK_14_0,mini_4ce1_model0_chainA_7FK_resi1215__chainA_altA_1,0.895,0.601,0.294
BO5_25_5,mini_4ce2_model0_chainA_BO5_resi1215__chainA_altB_1,0.93,0.578,0.352
BO5_41_5,mini_4ce2_model0_chainA_BO5_resi1215__chainA_altB_1,0.928,0.58,0.349
BO5_27_30,mini_4ce2_model0_chainA_BO5_resi1215__chainA_altB_1,0.927,0.591,0.336
L4V_5_4,mini_4ce3_model0_chainA_L4V_resi1215__chainA_altA_1,1.189,0.587,0.602
L4V_15_1,mini_4ce3_model0_chainA_L4V_resi1215__chainA_altA_1,1.04,0.61,0.429
L4V_24_0,mini_4ce3_model0_chainA_L4V_resi1215__chainA_altA_1,1.036,0.606,0.43
JYM_9_282,mini_4cfn_model0_chainC_JYM_resi1295__chainC_altB_1,1.044,0.685,0.359
JYM_13_63,mini_4cfn_model0_chainC_JYM_resi1295__chainC_altB_1,1.001,0.652,0.349
JYM_10_74,mini_4cfn_model0_chainC_JYM_resi1295__chainC_altB_1,0.995,0.813,0.182
75X_89_120,mini_4cfv_model0_chainA_75X_resi1299__chainA_altB_1,1.096,0.745,0.351
75X_64_5,mini_4cfv_model0_chainA_75X_resi1299__chainA_altB_1,1.008,0.714,0.294
75X_29_8,mini_4cfv_model0_chainA_75X_resi1299__chainA_altB_1,0.995,0.823,0.171
UJ6_19_236,mini_4cgf_model0_chainA_UJ6_resi1216__chainA_altB_chainB_altA_1,1.077,0.782,0.295
UJ6_28_215,mini_4cgf_model0_chainA_UJ6_resi1216__chainA_altB_chainB_altA_1,1.067,0.776,0.291
UJ6_47_17,mini_4cgf_model0_chainA_UJ6_resi1216__chainA_altB_chainB_altA_1,1.04,0.813,0.227
LOZ_30_11,mini_4cgh_model0_chainA_LOZ_resi1216__chainA_altB_chainB_altA_1,0.883,0.616,0.267
LOZ_44_224,mini_4cgh_model0_chainA_LOZ_resi1216__chainA_altB_chainB_altA_1,0.88,0.748,0.132
LOZ_21_179,mini_4cgh_model0_chainA_LOZ_resi1216__chainA_altB_chainB_altA_1,0.811,0.611,0.2
7AH_2_16,mini_4cgn_model0_chainA_7AH_resi1000__chainA_altB_1,0.966,0.671,0.295
7AH_13_63,mini_4cgn_model0_chainA_7AH_resi1000__chainA_altB_1,0.912,0.605,0.307
7AH_30_214,mini_4cgn_model0_chainA_7AH_resi1000__chainA_altB_1,0.898,0.69,0.208
S3G_1_215,mini_4cj4_model0_chainA_S3G_resi1217__chainB_altA_chainA_altB_1,0.969,0.693,0.276
S3G_16_89,mini_4cj4_model0_chainA_S3G_resi1217__chainB_altA_chainA_altB_1,0.931,0.725,0.206
S3G_15_41,mini_4cj4_model0_chainA_S3G_resi1217__chainB_altA_chainA_altB_1,0.896,0.65,0.246
4VW_40_156,mini_4cj5_model0_chainA_4VW_resi1216__chainA_altA_1,0.925,0.647,0.277
4VW_1_268,mini_4cj5_model0_chainA_4VW_resi1216__chainA_altA_1,0.898,0.617,0.282
4VW_42_168,mini_4cj5_model0_chainA_4VW_resi1216__chainA_altA_1,0.847,0.634,0.214
Q31_81_104,mini_4cje_model0_chainA_Q31_resi1213__chainA_altA_1,0.959,0.716,0.244
Q31_84_183,mini_4cje_model0_chainA_Q31_resi1213__chainA_altA_1,0.837,0.691,0.146
Q31_93_295,mini_4cje_model0_chainA_Q31_resi1213__chainA_altA_1,0.827,0.66,0.167
H39_8_50,mini_4cjk_model0_chainA_H39_resi1215__chainA_altA_1,0.854,0.735,0.12
H39_29_241,mini_4cjk_model0_chainA_H39_resi1215__chainA_altA_1,0.853,0.659,0.194
H39_21_262,mini_4cjk_model0_chainA_H39_resi1215__chainA_altA_1,0.848,0.618,0.231
9PA_14_27,mini_4cjl_model0_chainA_9PA_resi1216__chainA_altB_1,0.805,0.646,0.159
9PA_47_267,mini_4cjl_model0_chainA_9PA_resi1216__chainA_altB_1,0.774,0.607,0.167
9PA_8_236,mini_4cjl_model0_chainA_9PA_resi1216__chainA_altB_1,0.769,0.679,0.089
4D2_46_35,mini_4cjp_model0_chainB_4D2_resi1214__chainB_altB_1,0.944,0.739,0.205
4D2_11_90,mini_4cjp_model0_chainB_4D2_resi1214__chainB_altB_1,0.92,0.739,0.181
4D2_48_127,mini_4cjp_model0_chainB_4D2_resi1214__chainB_altB_1,0.893,0.68,0.213
K1T_9_254,mini_4ck3_model0_chainB_K1T_resi1216__chainB_altA_1,0.857,0.607,0.25
K1T_2_100,mini_4ck3_model0_chainB_K1T_resi1216__chainB_altA_1,0.851,0.689,0.162
K1T_37_149,mini_4ck3_model0_chainB_K1T_resi1216__chainB_altA_1,0.828,0.605,0.223
YPW_50_102,mini_4cmo_model0_chainA_YPW_resi2402__chainA_1,0.896,0.698,0.198
YPW_23_1,mini_4cmo_model0_chainA_YPW_resi2402__chainA_1,0.892,0.63,0.262
YPW_5_233,mini_4cmo_model0_chainA_YPW_resi2402__chainA_1,0.842,0.644,0.198
IV7_40_123,mini_4cmu_model0_chainA_IV7_resi2401__chainA_1,0.924,0.691,0.233
IV7_41_30,mini_4cmu_model0_chainA_IV7_resi2401__chainA_1,0.915,0.629,0.286
IV7_82_4,mini_4cmu_model0_chainA_IV7_resi2401__chainA_1,0.914,0.695,0.219
3U9_61_61,mini_4cnh_model0_chainB_3U9_resi2401__chainB_1,1.024,0.664,0.36
3U9_54_236,mini_4cnh_model0_chainB_3U9_resi2401__chainB_1,0.969,0.719,0.25
3U9_89_245,mini_4cnh_model0_chainB_3U9_resi2401__chainB_1,0.952,0.759,0.194
JBW_36_6,mini_4cq8_model0_chainB_JBW_resi4000__chainB_altA_1,1.104,0.787,0.317
JBW_35_24,mini_4cq8_model0_chainB_JBW_resi4000__chainB_altA_1,1.011,0.666,0.346
JBW_37_10,mini_4cq8_model0_chainB_JBW_resi4000__chainB_altA_1,0.999,0.768,0.231
CWK_25_254,mini_4cst_model0_chainA_CWK_resi1160__chainA_altA_1,1.02,0.728,0.293
CWK_46_100,mini_4cst_model0_chainA_CWK_resi1160__chainA_altA_1,0.939,0.732,0.208
CWK_4_172,mini_4cst_model0_chainA_CWK_resi1160__chainA_altA_1,0.924,0.749,0.176
W2K_46_149,mini_4cv9_model0_chainA_W2K_resi1795__chainA_1,1.078,0.781,0.297
W2K_32_146,mini_4cv9_model0_chainA_W2K_resi1795__chainA_1,1.022,0.707,0.314
W2K_71_116,mini_4cv9_model0_chainA_W2K_resi1795__chainA_1,0.964,0.712,0.251
W2D_36_98,mini_4cwq_model0_chainA_W2D_resi1224__chainA_1,1.041,0.738,0.303
W2D_12_47,mini_4cwq_model0_chainA_W2D_resi1224__chainA_1,0.998,0.731,0.267
W2D_41_86,mini_4cwq_model0_chainA_W2D_resi1224__chainA_1,0.95,0.721,0.23
HAJ_12_122,mini_4cwr_model0_chainA_HAJ_resi1224__chainA_1,1.105,0.764,0.341
HAJ_30_9,mini_4cwr_model0_chainA_HAJ_resi1224__chainA_1,1.054,0.7,0.354
HAJ_32_1,mini_4cwr_model0_chainA_HAJ_resi1224__chainA_1,0.99,0.777,0.213
G3R_17_77,mini_4cws_model0_chainA_G3R_resi1224__chainA_1,0.967,0.731,0.236
G3R_14_150,mini_4cws_model0_chainA_G3R_resi1224__chainA_1,0.937,0.678,0.259
G3R_45_72,mini_4cws_model0_chainA_G3R_resi1224__chainA_1,0.901,0.668,0.233
VVQ_43_1,mini_4d0w_model0_chainA_VVQ_resi2132__chainA_altA_1,1.083,0.756,0.327
VVQ_9_37,mini_4d0w_model0_chainA_VVQ_resi2132__chainA_altA_1,1.049,0.739,0.309
VVQ_35_10,mini_4d0w_model0_chainA_VVQ_resi2132__chainA_altA_1,0.995,0.642,0.353
953_39_56,mini_4d0x_model0_chainA_953_resi2132__chainA_altB_1,0.977,0.72,0.256
953_6_46,mini_4d0x_model0_chainA_953_resi2132__chainA_altB_1,0.951,0.656,0.295
953_38_60,mini_4d0x_model0_chainA_953_resi2132__chainA_altB_1,0.942,0.685,0.256
45R_15_10,mini_4d2v_model0_chainA_45R_resi1334__chainA_altB_1,0.954,0.699,0.255
45R_33_5,mini_4d2v_model0_chainA_45R_resi1334__chainA_altB_1,0.945,0.631,0.315
45R_19_109,mini_4d2v_model0_chainA_45R_resi1334__chainA_altB_1,0.934,0.723,0.211
NF5_32_0,mini_4d2w_model0_chainD_NF5_resi1334__chainD_altB_1,1.048,0.822,0.225
NF5_21_11,mini_4d2w_model0_chainD_NF5_resi1334__chainD_altB_1,1.025,0.743,0.283
NF5_43_2,mini_4d2w_model0_chainD_NF5_resi1334__chainD_altB_1,1.016,0.77,0.246
XFN_15_75,mini_4d3j_model0_chainA_XFN_resi904__chainA_altB_1,0.9,0.763,0.137
XFN_12_42,mini_4d3j_model0_chainA_XFN_resi904__chainA_altB_1,0.886,0.729,0.157
XFN_10_231,mini_4d3j_model0_chainA_XFN_resi904__chainA_altB_1,0.885,0.735,0.15
0JG_17_224,mini_4d9t_model0_chainA_0JG_resi900__chainA_1,0.882,0.671,0.212
0JG_48_248,mini_4d9t_model0_chainA_0JG_resi900__chainA_1,0.825,0.578,0.247
0JG_35_200,mini_4d9t_model0_chainA_0JG_resi900__chainA_1,0.818,0.616,0.202
0J0_5_258,mini_4dbm_model0_chainE_0J0_resi306__chainE_altB_chainD_altB_1,1.062,0.77,0.292
0J0_1_111,mini_4dbm_model0_chainE_0J0_resi306__chainE_altB_chainD_altB_1,1.028,0.708,0.32
0J0_26_41,mini_4dbm_model0_chainE_0J0_resi306__chainE_altB_chainD_altB_1,1.006,0.746,0.26
4DC_3_179,mini_4dch_model0_chainA_4DC_resi502__chainA_altA_1,1.007,0.71,0.297
4DC_39_0,mini_4dch_model0_chainA_4DC_resi502__chainA_altA_1,0.911,0.517,0.394
4DC_46_69,mini_4dch_model0_chainA_4DC_resi502__chainA_altA_1,0.898,0.555,0.343
MMV_65_32,mini_4ddr_model0_chainA_MMV_resi202__chainA_1,0.904,0.645,0.26
MMV_87_253,mini_4ddr_model0_chainA_MMV_resi202__chainA_1,0.899,0.761,0.138
MMV_68_16,mini_4ddr_model0_chainA_MMV_resi202__chainA_1,0.884,0.652,0.232
0JB_40_23,mini_4de0_model0_chainB_0JB_resi301__chainB_altB_1,1.058,0.807,0.251
0JB_43_295,mini_4de0_model0_chainB_0JB_resi301__chainB_altB_1,1.035,0.728,0.307
0JB_17_57,mini_4de0_model0_chainB_0JB_resi301__chainB_altB_1,1.024,0.838,0.187
0J6_43_184,mini_4de1_model0_chainB_0J6_resi301__chainB_altA_1,1.084,0.73,0.354
0J6_21_172,mini_4de1_model0_chainB_0J6_resi301__chainB_altA_1,1.052,0.694,0.358
0J6_39_6,mini_4de1_model0_chainB_0J6_resi301__chainB_altA_1,1.052,0.806,0.245
0JK_26_19,mini_4deh_model0_chainA_0JK_resi1401__chainA_1,1.102,0.784,0.318
0JK_36_11,mini_4deh_model0_chainA_0JK_resi1401__chainA_1,1.102,0.772,0.33
0JK_2_1,mini_4deh_model0_chainA_0JK_resi1401__chainA_1,1.102,0.678,0.423
Y03_51_158,mini_4dhs_model0_chainA_Y03_resi307__chainA_altA_1,1.029,0.763,0.267
Y03_73_36,mini_4dhs_model0_chainA_Y03_resi307__chainA_altA_1,0.994,0.765,0.23
Y03_78_7,mini_4dhs_model0_chainA_Y03_resi307__chainA_altA_1,0.993,0.719,0.274
0KH_96_62,mini_4dhu_model0_chainA_0KH_resi309__chainA_altA_1,1.083,0.776,0.307
0KH_28_36,mini_4dhu_model0_chainA_0KH_resi309__chainA_altA_1,1.007,0.708,0.299
0KH_90_58,mini_4dhu_model0_chainA_0KH_resi309__chainA_altA_1,0.998,0.675,0.323
0KM_34_125,mini_4djv_model0_chainA_0KM_resi501__chainA_1,1.031,0.736,0.295
0KM_10_4,mini_4djv_model0_chainA_0KM_resi501__chainA_1,0.894,0.636,0.258
0KM_11_6,mini_4djv_model0_chainA_0KM_resi501__chainA_1,0.877,0.705,0.172
0KP_42_24,mini_4djw_model0_chainA_0KP_resi501__chainA_1,1.006,0.69,0.316
0KP_6_132,mini_4djw_model0_chainA_0KP_resi501__chainA_1,0.891,0.695,0.196
0KP_20_25,mini_4djw_model0_chainA_0KP_resi501__chainA_1,0.888,0.717,0.171
0KQ_7_157,mini_4djx_model0_chainB_0KQ_resi501__chainB_1,1.015,0.724,0.291
0KQ_17_26,mini_4djx_model0_chainB_0KQ_resi501__chainB_1,0.985,0.812,0.173
0KQ_31_25,mini_4djx_model0_chainB_0KQ_resi501__chainB_1,0.983,0.69,0.292
0KR_40_59,mini_4djy_model0_chainB_0KR_resi501__chainB_1,1.042,0.724,0.318
0KR_24_105,mini_4djy_model0_chainB_0KR_resi501__chainB_1,0.924,0.661,0.263
0KR_9_5,mini_4djy_model0_chainB_0KR_resi501__chainB_1,0.921,0.75,0.171
0LM_38_3,mini_4dko_model0_chainA_0LM_resi513__chainA_1,1.032,0.698,0.334
0LM_16_38,mini_4dko_model0_chainA_0LM_resi513__chainA_1,1.009,0.679,0.331
0LM_36_286,mini_4dko_model0_chainA_0LM_resi513__chainA_1,0.999,0.725,0.275
0LL_20_15,mini_4dkp_model0_chainA_0LL_resi513__chainA_1,0.938,0.737,0.202
0LL_3_10,mini_4dkp_model0_chainA_0LL_resi513__chainA_1,0.93,0.685,0.245
0LL_19_20,mini_4dkp_model0_chainA_0LL_resi513__chainA_1,0.923,0.719,0.204
0L8_2_1,mini_4dma_model0_chainB_0L8_resi1701__chainB_1,1.034,0.824,0.21
0L8_3_7,mini_4dma_model0_chainB_0L8_resi1701__chainB_1,1.032,0.805,0.227
0L8_48_11,mini_4dma_model0_chainB_0L8_resi1701__chainB_1,0.984,0.619,0.365
P65_51_173,mini_4dph_model0_chainB_P65_resi701__chainB_1,1.077,0.586,0.491
P65_19_220,mini_4dph_model0_chainB_P65_resi701__chainB_1,1.037,0.721,0.315
P65_54_11,mini_4dph_model0_chainB_P65_resi701__chainB_1,0.94,0.801,0.14
7LI_11_4,mini_4dtk_model0_chainA_7LI_resi408__chainA_altA_1,0.932,0.658,0.274
7LI_12_1,mini_4dtk_model0_chainA_7LI_resi408__chainA_altA_1,0.859,0.617,0.242
7LI_21_0,mini_4dtk_model0_chainA_7LI_resi408__chainA_altA_1,0.853,0.559,0.294
RLI_38_181,mini_4duh_model0_chainA_RLI_resi301__chainA_1,0.91,0.654,0.256
RLI_1_54,mini_4duh_model0_chainA_RLI_resi301__chainA_1,0.891,0.584,0.307
RLI_8_32,mini_4duh_model0_chainA_RLI_resi301__chainA_1,0.89,0.736,0.155
0LY_6_13,mini_4dvr_model0_chainG_0LY_resi508__chainG_1,0.959,0.662,0.296
0LY_15_293,mini_4dvr_model0_chainG_0LY_resi508__chainG_1,0.928,0.606,0.321
0LY_29_54,mini_4dvr_model0_chainG_0LY_resi508__chainG_1,0.919,0.718,0.201
0LZ_26_42,mini_4dvt_model0_chainA_0LZ_resi512__chainA_1,1.036,0.653,0.383
0LZ_17_266,mini_4dvt_model0_chainA_0LZ_resi512__chainA_1,0.944,0.702,0.242
0LZ_42_230,mini_4dvt_model0_chainA_0LZ_resi512__chainA_1,0.928,0.778,0.15
0M1_36_61,mini_4dvv_model0_chainA_0M1_resi513__chainA_1,1.041,0.783,0.258
0M1_7_241,mini_4dvv_model0_chainA_0M1_resi513__chainA_1,0.961,0.711,0.251
0M1_30_78,mini_4dvv_model0_chainA_0M1_resi513__chainA_1,0.939,0.658,0.281
0M4_26_119,mini_4dvw_model0_chainB_0M4_resi512__chainB_1,1.007,0.732,0.275
0M4_11_22,mini_4dvw_model0_chainB_0M4_resi512__chainB_1,0.987,0.734,0.253
0M4_38_170,mini_4dvw_model0_chainB_0M4_resi512__chainB_1,0.921,0.693,0.228
0M5_50_129,mini_4dvx_model0_chainB_0M5_resi512__chainB_1,1.035,0.744,0.291
0M5_24_0,mini_4dvx_model0_chainB_0M5_resi512__chainB_1,1.021,0.705,0.316
0M5_44_34,mini_4dvx_model0_chainB_0M5_resi512__chainB_1,1.012,0.629,0.383
9PC_18_26,mini_4dxd_model0_chainA_9PC_resi402__chainA_altA_1,1.093,0.797,0.296
9PC_7_10,mini_4dxd_model0_chainA_9PC_resi402__chainA_altA_1,1.084,0.808,0.276
9PC_14_284,mini_4dxd_model0_chainA_9PC_resi402__chainA_altA_1,1.08,0.74,0.339
0N5_10_211,mini_4e1k_model0_chainA_0N5_resi505__chainA_altA_1,1.038,0.773,0.265
0N5_9_112,mini_4e1k_model0_chainA_0N5_resi505__chainA_altA_1,1.027,0.759,0.268
0N5_27_39,mini_4e1k_model0_chainA_0N5_resi505__chainA_altA_1,0.976,0.74,0.236
0NH_10_99,mini_4e4m_model0_chainA_0NH_resi1201__chainA_1,1.132,0.729,0.402
0NH_36_52,mini_4e4m_model0_chainA_0NH_resi1201__chainA_1,1.092,0.691,0.4
0NH_25_82,mini_4e4m_model0_chainA_0NH_resi1201__chainA_1,1.008,0.764,0.244
0NL_16_16,mini_4e4n_model0_chainB_0NL_resi1201__chainB_1,0.985,0.774,0.21
0NL_34_58,mini_4e4n_model0_chainB_0NL_resi1201__chainB_1,0.982,0.699,0.283
0NL_17_6,mini_4e4n_model0_chainB_0NL_resi1201__chainB_1,0.931,0.73,0.201
0NT_9_125,mini_4e5w_model0_chainB_0NT_resi1202__chainB_altA_1,1.013,0.733,0.28
0NT_47_223,mini_4e5w_model0_chainB_0NT_resi1202__chainB_altA_1,0.968,0.762,0.206
0NT_14_105,mini_4e5w_model0_chainB_0NT_resi1202__chainB_altA_1,0.959,0.798,0.161
0NV_47_75,mini_4e6q_model0_chainA_0NV_resi1201__chainA_1,1.102,0.799,0.304
0NV_20_26,mini_4e6q_model0_chainA_0NV_resi1201__chainA_1,1.018,0.764,0.254
0NV_23_45,mini_4e6q_model0_chainA_0NV_resi1201__chainA_1,1.013,0.815,0.199
0NS_35_57,mini_4e96_model0_chainA_0NS_resi201__chainA_altA_1,1.116,0.798,0.317
0NS_4_126,mini_4e96_model0_chainA_0NS_resi201__chainA_altA_1,1.064,0.725,0.339
0NS_28_43,mini_4e96_model0_chainA_0NS_resi201__chainA_altA_1,1.04,0.791,0.249
0O7_36_0,mini_4ebv_model0_chainA_0O7_resi700__chainA_altA_1,1.096,0.746,0.351
0O7_9_0,mini_4ebv_model0_chainA_0O7_resi700__chainA_altA_1,1.08,0.786,0.294
0O7_15_92,mini_4ebv_model0_chainA_0O7_resi700__chainA_altA_1,1.008,0.776,0.232
0OW_39_5,mini_4efb_model0_chainA_0OW_resi404__chainA_1,1.042,0.649,0.394
0OW_50_34,mini_4efb_model0_chainA_0OW_resi404__chainA_1,0.998,0.73,0.268
0OW_12_220,mini_4efb_model0_chainA_0OW_resi404__chainA_1,0.972,0.692,0.28
0OV_26_46,mini_4efe_model0_chainA_0OV_resi404__chainA_1,1.101,0.675,0.426
0OV_22_23,mini_4efe_model0_chainA_0OV_resi404__chainA_1,1.038,0.778,0.26
0OV_46_9,mini_4efe_model0_chainA_0OV_resi404__chainA_1,1.035,0.667,0.368
0OQ_45_98,mini_4eh9_model0_chainA_0OQ_resi402__chainA_1,1.182,0.686,0.496
0OQ_13_4,mini_4eh9_model0_chainA_0OQ_resi402__chainA_1,1.145,0.677,0.468
0OQ_12_26,mini_4eh9_model0_chainA_0OQ_resi402__chainA_1,1.095,0.705,0.389
1RO_80_6,mini_4eoi_model0_chainA_1RO_resi301__chainA_altA_1,1.026,0.733,0.293
1RO_37_4,mini_4eoi_model0_chainA_1RO_resi301__chainA_altA_1,1.009,0.723,0.286
1RO_23_98,mini_4eoi_model0_chainA_1RO_resi301__chainA_altA_1,0.988,0.791,0.197
JAI_17_281,mini_4epl_model0_chainA_JAI_resi601__chainA_1,1.043,0.621,0.422
JAI_21_180,mini_4epl_model0_chainA_JAI_resi601__chainA_1,1.006,0.748,0.259
JAI_46_4,mini_4epl_model0_chainA_JAI_resi601__chainA_1,0.992,0.654,0.338
0QY_14_105,mini_4epy_model0_chainA_0QY_resi203__chainA_1,0.942,0.734,0.208
0QY_18_70,mini_4epy_model0_chainA_0QY_resi203__chainA_1,0.933,0.706,0.227
0QY_22_283,mini_4epy_model0_chainA_0QY_resi203__chainA_1,0.907,0.727,0.18
N61_33_74,mini_4eyj_model0_chainA_N61_resi401__chainA_1,1.106,0.801,0.305
N61_34_43,mini_4eyj_model0_chainA_N61_resi401__chainA_1,1.105,0.799,0.305
N61_100_171,mini_4eyj_model0_chainA_N61_resi401__chainA_1,1.071,0.701,0.37
0RX_4_173,mini_4eym_model0_chainA_0RX_resi401__chainA_1,1.097,0.775,0.321
0RX_10_158,mini_4eym_model0_chainA_0RX_resi401__chainA_1,1.04,0.755,0.285
0RX_64_162,mini_4eym_model0_chainA_0RX_resi401__chainA_1,1.037,0.716,0.321
L0R_5_1,mini_4eyw_model0_chainB_L0R_resi701__chainB_altA_1,0.975,0.684,0.292
L0R_32_2,mini_4eyw_model0_chainB_L0R_resi701__chainB_altA_1,0.948,0.691,0.256
L0R_50_83,mini_4eyw_model0_chainB_L0R_resi701__chainB_altA_1,0.941,0.664,0.277
PBD_9_283,mini_4f9v_model0_chainB_PBD_resi402__chainB_altB_1,1.023,0.774,0.249
PBD_1_77,mini_4f9v_model0_chainB_PBD_resi402__chainB_altB_1,1.009,0.78,0.23
PBD_78_60,mini_4f9v_model0_chainB_PBD_resi402__chainB_altB_1,0.997,0.663,0.334
